FlowID, PS, IPG, FS, IFG, t1, t2, t3, t4, t5, host_ifg
41, 374, 9567820, 6179, 9681228, 2, 2, 2, 2, 2,5669.468833333333
41, 368, 9815476, 6179, 9681228, 2, 2, 2, 2, 2,5669.468833333333
101, 334, 9452996, 6904, 10465275, 2, 2, 2, 2, 2,46897.87004444445
41, 309, 9504611, 6097, 12274287, 2, 2, 2, 2, 2,5669.468833333333
101, 302, 9790926, 7680, 13124423, 2, 2, 2, 3, 2,46897.837044444444
41, 292, 10188257, 6097, 12274287, 2, 2, 2, 3, 2,5669.468833333333
41, 294, 10884713, 5989, 13269585, 2, 2, 2, 3, 2,5669.468833333333
101, 309, 10619388, 5207, 13651603, 2, 2, 2, 2, 2,46897.80404444444
101, 279, 10068288, 5239, 12716510, 2, 2, 2, 3, 2,824.0888
41, 277, 10509321, 4350, 13626612, 2, 2, 2, 2, 2,5669.468833333333
101, 341, 10459578, 6974, 15844862, 2, 2, 2, 3, 2,0.033
41, 301, 11116465, 4350, 13626612, 2, 2, 2, 3, 2,5669.468833333333
41, 333, 10617776, 7844, 16252488, 2, 2, 2, 3, 2,5669.468833333333
101, 313, 9841745, 6725, 14467865, 2, 2, 2, 3, 2,46897.70404444444
101, 319, 9434015, 6393, 13047209, 2, 2, 2, 3, 2,46897.67004444444
41, 279, 9264687, 5915, 12931916, 2, 2, 2, 2, 2,5669.468833333333
101, 305, 9583469, 5574, 11546362, 2, 3, 2, 2, 2,824.2218
101, 282, 9982873, 5574, 11546362, 2, 3, 2, 2, 2,0.033
41, 342, 10334030, 5612, 11568914, 2, 2, 2, 2, 2,5669.468833333333
101, 325, 10552768, 5452, 11408283, 2, 2, 2, 3, 2,46897.604044444444
101, 340, 10397933, 5966, 10540332, 1, 1, 2, 2, 1,824.2888
41, 311, 9847564, 4952, 11800041, 2, 2, 2, 3, 2,5669.468833333333
101, 341, 10256808, 5870, 11743612, 2, 2, 2, 3, 2,46897.53704444444
101, 330, 10886962, 5870, 11743612, 2, 2, 2, 3, 2,46897.53704444444
101, 281, 10042399, 5068, 12348824, 2, 2, 2, 3, 2,824.3558
41, 264, 10143930, 4302, 11629772, 2, 2, 2, 3, 2,5669.468833333333
101, 271, 9484498, 4580, 12023645, 2, 2, 2, 2, 2,824.3888
41, 259, 9191715, 3921, 11832861, 2, 2, 2, 3, 2,5669.468833333333
41, 277, 8360115, 3921, 11832861, 2, 2, 2, 2, 2,5669.468833333333
41, 264, 8280535, 4920, 11321510, 2, 2, 2, 2, 2,5669.468833333333
41, 301, 7984059, 4920, 11321510, 2, 2, 2, 3, 2,5669.468833333333
41, 266, 8150890, 4920, 11321510, 2, 2, 2, 3, 2,5669.468833333333
41, 285, 7567703, 6112, 11918718, 2, 2, 2, 3, 2,5669.468833333333
41, 285, 7567703, 6112, 11918718, 2, 2, 2, 3, 2,5669.468833333333
41, 392, 8477908, 6112, 11918718, 2, 2, 2, 2, 2,5669.468833333333
101, 401, 8809716, 10948, 14244277, 2, 2, 2, 3, 2,824.5558
41, 376, 8818514, 10127, 13953268, 2, 2, 2, 3, 2,5669.468833333333
41, 348, 8731528, 10127, 13953268, 2, 2, 2, 3, 2,5669.468833333333
101, 363, 9140957, 11684, 14204823, 2, 2, 2, 3, 2,824.5888
41, 331, 8830213, 9397, 14474639, 2, 2, 2, 3, 2,5669.468833333333
101, 367, 8768154, 12350, 16659913, 2, 2, 2, 3, 2,0.034
41, 309, 9489310, 9397, 14474639, 2, 2, 2, 2, 2,5669.468833333333
101, 303, 8870207, 8917, 14295795, 2, 2, 2, 3, 2,824.6558
41, 266, 8808070, 8501, 14299839, 2, 2, 2, 3, 2,5669.468833333333
101, 309, 9310224, 11071, 14457424, 2, 2, 2, 3, 2,0.033
41, 281, 8975520, 8632, 14359723, 2, 2, 2, 3, 2,5669.468833333333
101, 292, 10183221, 8480, 14044038, 2, 2, 2, 3, 2,824.7228
101, 426, 10375378, 8395, 12333707, 2, 2, 2, 2, 2,0.033
41, 405, 10295000, 8140, 13502629, 2, 2, 2, 3, 2,5669.468833333333
41, 368, 10301271, 8140, 13502629, 2, 2, 2, 3, 2,5669.468833333333
101, 460, 9917351, 9778, 13544955, 2, 2, 2, 3, 2,824.7888
41, 413, 9240060, 8634, 15078384, 2, 2, 2, 3, 2,5669.468833333333
41, 413, 9554455, 8634, 15078384, 2, 2, 2, 2, 2,5669.468833333333
101, 362, 9381419, 8149, 13818305, 2, 2, 2, 2, 2,824.8558
41, 354, 9261342, 7901, 14938114, 2, 2, 2, 3, 2,5669.468833333333
101, 340, 9945126, 10398, 14586889, 2, 2, 2, 3, 2,46896.970044444446
41, 305, 9158381, 8493, 13304018, 2, 2, 2, 3, 2,5669.468833333333
41, 321, 9493672, 8493, 13304018, 2, 2, 2, 2, 2,5669.468833333333
41, 302, 9342966, 8493, 13304018, 2, 2, 2, 3, 2,5669.468833333333
41, 353, 8749142, 10594, 15639508, 2, 2, 2, 3, 2,5669.468833333333
101, 319, 8046988, 11269, 13404516, 2, 2, 2, 3, 2,824.9558
41, 303, 8449515, 10594, 15639508, 2, 2, 2, 2, 2,5669.468833333333
101, 325, 8528230, 11103, 15050225, 2, 2, 2, 2, 2,46896.869044444444
41, 292, 8299919, 10113, 15299578, 2, 2, 2, 3, 2,5669.468833333333
41, 316, 8463998, 10113, 15299578, 2, 2, 2, 2, 2,5669.468833333333
41, 294, 9023649, 6862, 15401861, 2, 2, 2, 3, 2,5669.468833333333
101, 333, 8212160, 7125, 15361460, 2, 2, 2, 3, 2,825.0558
41, 306, 8306909, 6862, 15401861, 2, 2, 2, 3, 2,5669.468833333333
41, 383, 8369920, 8285, 16086364, 2, 2, 2, 3, 2,5669.468833333333
41, 344, 8133167, 8285, 16086364, 2, 2, 2, 3, 2,5669.468833333333
41, 377, 8644526, 8285, 16086364, 2, 2, 2, 3, 2,5669.468833333333
101, 500, 8449487, 8374, 12462334, 2, 2, 2, 3, 2,825.1558
41, 481, 8608266, 7874, 14792532, 2, 2, 2, 3, 2,5669.468833333333
41, 436, 8662303, 7874, 14792532, 2, 2, 2, 3, 2,5669.468833333333
101, 464, 8909185, 8300, 12843562, 2, 2, 2, 3, 2,46896.66904444445
101, 449, 8102079, 7101, 13240581, 2, 2, 2, 3, 2,18441.1275
41, 463, 8345002, 6889, 13750522, 2, 2, 2, 3, 2,5669.468833333333
41, 478, 8243562, 6889, 14011021, 2, 2, 2, 2, 2,5669.468833333333
101, 456, 8000858, 7168, 13906467, 2, 2, 2, 3, 2,46896.60304444445
101, 503, 8097656, 7662, 12055242, 2, 2, 2, 3, 2,46896.56904444445
101, 464, 8016202, 7203, 11734169, 2, 2, 2, 3, 2,46896.56904444445
101, 420, 8749049, 6819, 12748431, 2, 2, 2, 3, 2,46896.536044444445
101, 420, 8749049, 6819, 12748431, 2, 2, 2, 3, 2,825.3568
101, 478, 8897925, 10093, 12836630, 2, 2, 2, 3, 2,825.3568
101, 404, 9429972, 7717, 15202081, 2, 2, 2, 3, 2,46896.502044444445
101, 458, 8987571, 8250, 14124455, 2, 2, 2, 3, 2,825.3898
101, 381, 9094358, 6392, 16988374, 2, 2, 2, 2, 2,46896.46904444444
101, 433, 8689647, 8375, 16425364, 2, 2, 2, 3, 2,825.4228
101, 411, 9577535, 8375, 16425364, 2, 2, 2, 2, 2,825.4228
101, 456, 9162734, 10987, 16524153, 2, 2, 2, 3, 2,0.034
41, 429, 9165976, 9704, 17622540, 2, 2, 2, 3, 2,5669.468833333333
101, 438, 8538245, 10067, 15426357, 2, 2, 2, 3, 2,825.4898
101, 438, 8538245, 10067, 15426357, 2, 2, 2, 2, 2,0.033
101, 402, 8849914, 7354, 16463330, 2, 2, 2, 3, 2,46896.33604444445
101, 365, 8684186, 7354, 16463330, 2, 2, 2, 3, 2,825.5568
101, 459, 7974468, 10267, 16203110, 2, 2, 2, 3, 2,825.5568
41, 402, 8481147, 9069, 17091985, 2, 2, 2, 3, 2,5669.468833333333
41, 421, 7954315, 9069, 17091985, 2, 2, 2, 3, 2,5669.468833333333
41, 381, 8010078, 6949, 17431703, 2, 2, 2, 3, 2,5669.468833333333
41, 366, 7922042, 6949, 17431703, 2, 2, 2, 3, 2,5669.468833333333
101, 355, 7879929, 7587, 17353955, 2, 2, 2, 3, 2,0.034
101, 378, 7600864, 9727, 17140407, 2, 2, 2, 3, 2,0.034
41, 322, 7097165, 8590, 18170391, 2, 2, 2, 2, 2,5669.468833333333
101, 370, 6664522, 8941, 15946453, 2, 2, 2, 3, 2,825.6898
41, 322, 6291655, 6556, 17565481, 2, 2, 2, 3, 2,5669.468833333333
101, 350, 6604417, 8145, 18606479, 2, 2, 2, 3, 2,0.034
101, 325, 7341674, 7015, 17917273, 2, 2, 2, 2, 2,46896.13504444445
41, 308, 7836269, 6556, 17565481, 2, 2, 2, 3, 2,5669.468833333333
41, 357, 8100730, 8649, 18273159, 2, 2, 2, 3, 2,5669.468833333333
101, 390, 7807652, 8859, 15943734, 2, 2, 2, 3, 2,825.7898
101, 362, 8300103, 8859, 15943734, 2, 2, 2, 3, 2,825.7898
101, 323, 8316186, 8859, 15943734, 2, 2, 2, 3, 2,0.034
101, 395, 7887482, 8002, 17752740, 2, 2, 2, 3, 2,46896.03504444444
101, 334, 8190944, 6856, 17752740, 2, 2, 2, 3, 2,825.8568
101, 360, 8021655, 8370, 18388187, 2, 2, 2, 3, 2,46896.002044444445
101, 327, 7802673, 8370, 17591191, 2, 2, 2, 3, 2,825.8898
101, 374, 7446257, 10462, 17591191, 2, 2, 2, 2, 2,825.8898
41, 312, 6959166, 7669, 18761736, 2, 2, 2, 3, 2,5669.468833333333
101, 331, 8112675, 7772, 17990134, 2, 2, 2, 3, 2,46895.93504444444
101, 331, 8076028, 6102, 17189786, 2, 2, 2, 3, 2,46895.93504444444
101, 325, 7710777, 7507, 16520356, 2, 2, 2, 3, 2,825.9568
101, 303, 7228080, 6175, 16825981, 2, 2, 2, 3, 2,825.9908
101, 358, 7299667, 7559, 16825981, 2, 2, 2, 2, 2,825.9908
101, 346, 7299667, 7559, 15906139, 2, 2, 2, 2, 2,46895.86804444445
101, 322, 7229702, 5801, 16792198, 2, 3, 2, 2, 2,826.0238
41, 301, 7350680, 5410, 17015221, 2, 2, 2, 2, 2,5669.468833333333
101, 352, 7868399, 7700, 16206927, 2, 2, 2, 3, 2,0.033
41, 328, 7784195, 6802, 17352730, 2, 2, 2, 3, 2,5669.468833333333
101, 300, 7999619, 8610, 16742496, 2, 2, 2, 3, 2,826.0908
101, 394, 8239149, 8610, 16742496, 2, 2, 2, 3, 2,826.0908
41, 335, 7461170, 6513, 18569070, 2, 2, 2, 2, 2,5669.468833333333
41, 333, 7354913, 6513, 18569070, 2, 2, 2, 2, 2,5669.468833333333
41, 298, 6853653, 6513, 18569070, 2, 2, 2, 3, 2,5669.468833333333
41, 312, 6950937, 6327, 17426881, 2, 2, 2, 3, 2,5669.468833333333
41, 292, 6602666, 6327, 17426881, 2, 2, 2, 3, 2,5669.468833333333
101, 333, 6794450, 8453, 16790970, 2, 3, 2, 2, 2,826.1908
41, 285, 6389401, 6327, 17426881, 2, 2, 2, 2, 2,5669.468833333333
101, 287, 6266741, 7056, 16875526, 2, 2, 2, 3, 2,826.2238
41, 263, 6235980, 6409, 17213328, 2, 2, 2, 3, 2,5669.468833333333
101, 357, 6729355, 8433, 16295418, 2, 2, 2, 2, 2,0.033
41, 329, 6400980, 7005, 19417587, 2, 2, 2, 2, 2,5669.468833333333
101, 366, 6548714, 7792, 18807398, 2, 2, 2, 3, 2,826.2908
41, 333, 6526100, 7005, 19417587, 2, 2, 2, 2, 2,5669.468833333333
41, 309, 6218718, 5716, 19657835, 2, 2, 2, 3, 2,5669.468833333333
41, 301, 6442453, 5716, 19657835, 2, 2, 2, 3, 2,5669.468833333333
41, 276, 6500866, 5716, 19657835, 2, 2, 2, 3, 2,5669.468833333333
41, 305, 6602671, 6998, 20785826, 2, 2, 2, 3, 2,5669.468833333333
101, 345, 6233743, 7394, 19366174, 2, 2, 2, 3, 2,46895.468044444446
101, 325, 6349668, 7394, 19366174, 2, 2, 2, 2, 2,46895.468044444446
101, 335, 6568625, 8815, 18019101, 2, 2, 2, 3, 2,826.4238
41, 285, 6527231, 8546, 19012298, 2, 2, 2, 3, 2,5669.468833333333
101, 338, 6285791, 6923, 17096989, 2, 2, 2, 3, 2,826.4578
41, 282, 6553683, 6115, 18124626, 2, 2, 2, 2, 2,5669.468833333333
101, 321, 6343078, 6759, 16891743, 2, 2, 2, 2, 2,826.4908
41, 277, 5938753, 6115, 18124626, 2, 2, 2, 3, 2,5669.468833333333
41, 274, 6442850, 4958, 18499586, 2, 2, 2, 2, 2,5669.468833333333
41, 250, 6694064, 4958, 18499586, 2, 2, 2, 3, 2,5669.468833333333
101, 282, 7579285, 6426, 16192768, 2, 2, 2, 2, 2,826.5578
101, 301, 7184085, 6335, 17630842, 2, 2, 2, 2, 2,826.5908
41, 285, 7004366, 5342, 19378784, 2, 2, 2, 3, 2,5669.468833333333
101, 262, 7764264, 6335, 19965355, 2, 2, 2, 3, 2,0.034
41, 280, 7483024, 4648, 18779373, 2, 2, 2, 2, 2,5669.468833333333
41, 260, 7673105, 4648, 18779373, 2, 2, 2, 3, 2,5669.468833333333
101, 244, 9060619, 6216, 17930372, 2, 2, 2, 3, 2,46895.201044444446
41, 216, 9467762, 5414, 21475053, 2, 2, 2, 2, 2,5669.468833333333
41, 319, 9002295, 5414, 21475053, 2, 2, 2, 3, 2,5669.468833333333
41, 275, 8385991, 7318, 18080328, 2, 2, 2, 3, 2,5669.468833333333
41, 291, 7824511, 7318, 18080328, 2, 2, 2, 3, 2,5669.468833333333
101, 291, 8030112, 7547, 17112937, 2, 2, 2, 3, 2,0.033
101, 294, 6969731, 8283, 17112937, 2, 2, 2, 3, 2,0.033
41, 280, 7213208, 6879, 20077485, 2, 2, 2, 3, 2,5669.468833333333
101, 294, 6801004, 6696, 19066379, 2, 2, 2, 3, 2,826.7908
41, 266, 6624954, 5913, 18530070, 2, 2, 2, 3, 2,42052.390011111114
41, 276, 6738941, 6154, 17017491, 2, 2, 2, 3, 2,5669.468833333333
41, 264, 6526127, 6154, 17017491, 2, 2, 2, 3, 2,5669.468833333333
41, 247, 7054837, 6154, 17017491, 2, 2, 2, 3, 2,5669.468833333333
101, 334, 7058617, 7497, 16139116, 2, 2, 2, 3, 2,826.8578
41, 288, 7607482, 6227, 19271344, 2, 2, 2, 3, 2,5669.468833333333
101, 375, 7277598, 8215, 20243067, 2, 2, 2, 3, 2,46894.968044444446
101, 375, 7277598, 8215, 20243067, 2, 2, 2, 3, 2,46894.968044444446
41, 325, 7115596, 6215, 21177614, 2, 2, 2, 3, 2,5669.468833333333
101, 324, 7191030, 6874, 21564898, 2, 2, 2, 3, 2,826.9248
101, 335, 6728531, 8285, 19234557, 2, 2, 2, 3, 2,0.033
41, 316, 6527563, 6883, 21829868, 2, 2, 2, 3, 2,5669.468833333333
101, 369, 6447006, 7666, 20192686, 2, 2, 2, 2, 2,826.9918
101, 340, 6617541, 7666, 20192686, 2, 2, 2, 3, 2,826.9918
101, 298, 6386281, 7907, 19187258, 2, 2, 2, 2, 2,46894.83404444445
41, 268, 6186300, 8483, 20505407, 2, 2, 2, 2, 2,5669.468833333333
101, 331, 6102038, 8585, 16743695, 2, 2, 2, 3, 2,46894.801044444444
41, 283, 5743407, 8069, 18788540, 2, 2, 2, 3, 2,5669.468833333333
101, 344, 5637919, 9000, 17828878, 2, 3, 2, 2, 2,827.0918
41, 306, 5736792, 8069, 18788540, 2, 2, 2, 3, 2,5669.468833333333
41, 346, 6605587, 9664, 18864116, 2, 2, 2, 3, 2,5669.468833333333
41, 303, 6315670, 9664, 18864116, 2, 2, 2, 2, 2,5669.468833333333
41, 322, 6465480, 9664, 18864116, 2, 2, 2, 2, 2,5669.468833333333
41, 301, 6531166, 7710, 18934395, 2, 2, 2, 3, 2,5669.468833333333
101, 325, 6508707, 7866, 17603054, 2, 2, 2, 2, 2,46894.667044444446
41, 298, 6548371, 7710, 18934395, 2, 2, 2, 2, 2,5669.468833333333
41, 354, 6399107, 9851, 17926457, 2, 2, 2, 3, 2,5669.468833333333
41, 323, 6227332, 9851, 17926457, 2, 2, 2, 3, 2,5669.468833333333
41, 382, 6671277, 9851, 20218869, 2, 2, 2, 2, 2,5669.468833333333
41, 337, 6172194, 9552, 20218869, 2, 2, 2, 3, 2,5669.468833333333
101, 358, 6300345, 11744, 19976384, 2, 2, 2, 2, 2,46894.56704444445
41, 317, 6101576, 9552, 21357476, 2, 2, 2, 3, 2,5669.468833333333
101, 310, 7144983, 9489, 20530538, 2, 2, 2, 3, 2,827.3248
41, 289, 7289614, 9093, 21357476, 2, 2, 2, 3, 2,5669.468833333333
101, 359, 7175703, 9849, 17655826, 2, 2, 2, 3, 2,827.3588
41, 339, 8419771, 8182, 20548353, 2, 2, 2, 2, 2,5669.468833333333
101, 406, 8190628, 8081, 18358342, 2, 2, 2, 3, 2,46894.46704444444
101, 446, 7792703, 11445, 17377086, 2, 2, 2, 3, 2,827.4248
41, 433, 7958984, 10759, 19571189, 2, 2, 2, 3, 2,5669.468833333333
41, 391, 8510604, 10759, 19571189, 2, 2, 2, 2, 2,5669.468833333333
41, 394, 8363676, 11524, 16644897, 2, 2, 2, 2, 2,5669.468833333333
101, 471, 8190384, 13593, 16192373, 2, 2, 2, 2, 2,827.4918
41, 466, 8247999, 10095, 16644897, 2, 2, 2, 3, 2,5669.468833333333
101, 474, 8442231, 14882, 13885638, 2, 2, 2, 3, 2,827.5248
101, 454, 8558377, 14882, 13885638, 2, 2, 2, 2, 2,827.5248
41, 417, 9394044, 13984, 14593107, 2, 2, 2, 3, 2,5669.468833333333
41, 484, 9018034, 13984, 14593107, 2, 2, 2, 3, 2,5669.468833333333
41, 430, 9156937, 12493, 12531688, 2, 2, 2, 3, 2,5669.468833333333
101, 473, 8820227, 11948, 12956231, 2, 2, 2, 3, 2,46894.267044444445
41, 428, 9258315, 12493, 12531688, 2, 2, 2, 3, 2,5669.468833333333
41, 404, 8968399, 11579, 10677551, 2, 2, 2, 3, 2,5669.468833333333
41, 360, 8227832, 11579, 10677551, 2, 2, 2, 2, 2,5669.468833333333
41, 376, 7904586, 11579, 10677551, 2, 2, 2, 3, 2,5669.468833333333
41, 331, 7737247, 11005, 11838932, 2, 2, 2, 3, 2,5669.468833333333
41, 353, 7199317, 11005, 11838932, 2, 2, 2, 3, 2,5669.468833333333
101, 348, 7316414, 14130, 13007869, 2, 2, 2, 3, 2,46894.13304444445
101, 321, 7036652, 14130, 13841660, 2, 2, 2, 3, 2,46894.13304444445
101, 344, 6580719, 12553, 13404728, 2, 2, 2, 3, 2,827.7588
101, 323, 6642544, 12553, 13404728, 2, 2, 2, 3, 2,827.7588
41, 380, 6370845, 9786, 13492083, 2, 2, 2, 3, 2,5669.468833333333
41, 348, 6245771, 9786, 13492083, 2, 2, 2, 2, 2,5669.468833333333
41, 364, 6265594, 14917, 14787017, 2, 2, 2, 2, 2,5669.468833333333
101, 386, 6103077, 14917, 14787017, 2, 2, 2, 3, 2,46894.03304444445
101, 387, 6387446, 15861, 14010601, 2, 2, 2, 2, 2,46894.000044444445
41, 357, 6203163, 13573, 13534562, 2, 2, 2, 2, 2,5669.468833333333
41, 391, 6053737, 13573, 13534562, 2, 2, 2, 3, 2,5669.468833333333
41, 356, 6236602, 13573, 13534562, 2, 2, 2, 3, 2,5669.468833333333
101, 388, 6519634, 18163, 14571372, 2, 2, 2, 3, 2,46893.93304444444
41, 357, 6297621, 17468, 14406049, 2, 2, 2, 2, 2,5669.468833333333
41, 325, 6800594, 17468, 14406049, 2, 2, 2, 3, 2,5669.468833333333
41, 332, 6947675, 17468, 14406049, 2, 2, 2, 3, 2,5669.468833333333
41, 311, 6506967, 13091, 13266187, 2, 2, 2, 2, 2,5669.468833333333
41, 357, 7167506, 13091, 13266187, 2, 2, 2, 3, 2,5669.468833333333
41, 335, 6979825, 13091, 13266187, 2, 2, 2, 3, 2,5669.468833333333
41, 415, 6564534, 15542, 12287808, 2, 2, 2, 3, 2,5669.468833333333
41, 397, 6654967, 15542, 12287808, 2, 2, 2, 3, 2,5669.468833333333
41, 421, 6921659, 15542, 12287808, 2, 2, 2, 3, 2,5669.468833333333
41, 363, 6968789, 13867, 11164223, 2, 2, 2, 3, 2,5669.468833333333
41, 336, 7734044, 13867, 11164223, 2, 2, 2, 3, 2,5669.468833333333
101, 322, 7841440, 17913, 12851656, 2, 2, 2, 3, 2,46893.733044444445
101, 347, 7946968, 17423, 12235683, 2, 2, 2, 3, 2,46893.733044444445
101, 347, 7946968, 17423, 12235683, 2, 2, 2, 3, 2,46893.733044444445
101, 381, 8863993, 17265, 12427825, 2, 2, 2, 3, 2,46893.70004444444
101, 372, 8763956, 17265, 12427825, 2, 2, 2, 3, 2,46893.70004444444
41, 451, 10424527, 14547, 12016172, 2, 2, 2, 3, 2,5669.468833333333
41, 398, 9834408, 14547, 12016172, 2, 2, 2, 3, 2,5669.468833333333
41, 442, 9011936, 16406, 12144809, 2, 2, 2, 3, 2,5669.468833333333
41, 414, 9532693, 16406, 12144809, 2, 2, 2, 2, 2,5669.468833333333
41, 474, 9000746, 16406, 12144809, 2, 2, 2, 3, 2,5669.468833333333
101, 428, 9873349, 12088, 12571442, 2, 2, 2, 3, 2,828.2928
41, 472, 9406569, 11535, 12777132, 2, 2, 2, 3, 2,5669.468833333333
41, 420, 9947608, 11535, 12777132, 2, 2, 2, 3, 2,5669.468833333333
