FlowID, PS, IPG, FS, IFG, t1, t2, t3, t4, t5, host_ifg
41, 460, 9287028, 11855, 12048720, 2, 2, 2, 3, 2,5669.468833333333
41, 454, 9500903, 11855, 12048720, 2, 2, 2, 3, 2,5669.468833333333
41, 432, 9153300, 11855, 12048720, 2, 2, 2, 3, 2,5669.468833333333
41, 375, 8496169, 8528, 9791511, 2, 2, 2, 3, 2,5669.468833333333
101, 364, 8509409, 7600, 9461181, 2, 2, 2, 2, 2,46893.466044444445
101, 333, 8938519, 8366, 9108857, 2, 3, 2, 3, 2,46893.43304444444
41, 304, 8633318, 7168, 8828653, 2, 2, 2, 2, 2,5669.468833333333
101, 362, 8111996, 7655, 8821329, 2, 2, 2, 3, 2,828.4598
41, 348, 8423714, 7168, 8828653, 2, 2, 2, 3, 2,5669.468833333333
101, 340, 7932357, 6245, 7972532, 2, 2, 2, 3, 2,828.4928
101, 326, 8271848, 6245, 7972532, 2, 2, 2, 3, 2,828.4928
101, 285, 8208352, 5924, 7872191, 2, 2, 2, 3, 2,46893.333044444444
41, 264, 8597179, 5397, 8704451, 2, 2, 2, 2, 2,5669.468833333333
101, 293, 8157623, 6094, 8737501, 2, 2, 2, 3, 2,828.5598
101, 272, 8727999, 4826, 9631459, 2, 2, 2, 3, 2,46893.299044444444
101, 321, 8550588, 5521, 9835672, 2, 2, 2, 2, 2,46893.26604444444
101, 307, 10055338, 5521, 9835672, 2, 2, 2, 3, 2,828.6258
101, 372, 9064528, 5082, 9753615, 2, 3, 2, 2, 2,46893.233044444445
101, 338, 9064528, 5082, 9753615, 2, 2, 2, 3, 2,46893.233044444445
101, 372, 9092832, 5929, 9434323, 2, 2, 2, 3, 2,828.6598
41, 332, 9825546, 4623, 10401617, 2, 2, 2, 3, 2,5669.468833333333
101, 321, 9567237, 5028, 10498168, 2, 3, 2, 2, 2,46893.16604444444
41, 297, 9304705, 4440, 10543816, 2, 2, 2, 3, 2,42052.390011111114
101, 296, 10979526, 5439, 10876980, 2, 2, 2, 3, 2,828.7268
101, 261, 10950153, 4283, 11032997, 2, 2, 2, 3, 2,46893.13204444444
101, 345, 10466502, 5744, 10723429, 2, 2, 2, 3, 2,828.7598
101, 320, 10401026, 4840, 10994489, 2, 2, 2, 3, 2,828.7928
101, 310, 9270762, 5239, 11579412, 2, 2, 2, 2, 2,828.7928
101, 299, 9793044, 5239, 11579412, 2, 2, 2, 2, 2,828.7928
101, 377, 8822575, 7051, 12118116, 2, 2, 2, 3, 2,46893.032044444444
101, 366, 8730176, 7051, 12118116, 2, 2, 2, 3, 2,46893.032044444444
101, 346, 8573696, 7309, 11159883, 2, 2, 2, 2, 2,828.8598
101, 331, 8782917, 7309, 11159883, 2, 2, 2, 3, 2,828.8598
101, 376, 8477063, 7457, 12725120, 2, 2, 2, 2, 2,46892.966044444445
101, 349, 7957047, 6603, 12032117, 2, 2, 2, 3, 2,46892.966044444445
101, 349, 9584623, 6992, 10598224, 2, 2, 2, 3, 2,46892.932044444446
41, 263, 9573986, 6938, 10911525, 2, 2, 2, 2, 2,5669.468833333333
101, 302, 8846405, 7858, 9574758, 2, 2, 2, 3, 2,828.9598
101, 254, 8618196, 6161, 9114303, 2, 2, 2, 3, 2,46892.89904444444
101, 321, 8131960, 7925, 10271040, 2, 2, 2, 3, 2,828.9928
101, 300, 8804481, 7925, 10271040, 2, 2, 2, 3, 2,828.9928
101, 390, 7984081, 10563, 11532415, 2, 2, 2, 3, 2,0.034
101, 362, 7965147, 8276, 11485169, 2, 2, 2, 3, 2,46892.83204444445
101, 403, 7287446, 9959, 11263929, 2, 2, 2, 2, 2,829.0598
101, 403, 8740421, 9959, 11658201, 2, 2, 2, 3, 2,46892.799044444444
41, 342, 8256061, 7563, 12159225, 2, 2, 2, 3, 2,5669.468833333333
101, 420, 7762447, 9644, 12170374, 2, 2, 2, 3, 2,829.0938
41, 380, 8447311, 7563, 12159225, 2, 2, 2, 2, 2,5669.468833333333
41, 385, 8582051, 10766, 11490918, 2, 2, 2, 2, 2,5669.468833333333
41, 361, 8535835, 10766, 11490918, 2, 2, 2, 2, 2,5669.468833333333
41, 415, 7827104, 10766, 11490918, 2, 2, 2, 3, 2,5669.468833333333
41, 344, 7569462, 8878, 11495891, 2, 2, 2, 3, 2,5669.468833333333
101, 390, 7246328, 10510, 12266759, 2, 2, 2, 3, 2,46892.665044444446
101, 392, 7084811, 10510, 12898606, 2, 2, 2, 3, 2,829.2268
101, 421, 6588057, 12499, 12394986, 2, 2, 2, 3, 2,46892.63204444444
41, 403, 6782321, 12022, 12310661, 2, 2, 2, 3, 2,5669.468833333333
101, 407, 6469153, 13342, 11982952, 2, 2, 2, 3, 2,46892.59904444445
41, 338, 6147710, 11597, 11222309, 2, 2, 2, 2, 2,5669.468833333333
41, 383, 6303069, 11597, 11222309, 2, 2, 2, 2, 2,5669.468833333333
41, 358, 6570347, 11597, 11222309, 2, 2, 2, 3, 2,5669.468833333333
41, 391, 6942539, 13772, 12712615, 2, 2, 2, 3, 2,5669.468833333333
41, 366, 6814784, 13772, 12712615, 2, 2, 2, 3, 2,5669.468833333333
101, 398, 6339300, 14237, 12171167, 2, 2, 2, 2, 2,829.3598
101, 369, 7146636, 11145, 12448078, 2, 2, 2, 3, 2,46892.49904444444
101, 389, 6760844, 12712, 13290538, 2, 2, 2, 3, 2,829.3938
101, 382, 6797630, 12712, 13290538, 2, 2, 2, 3, 2,829.3938
101, 530, 6434374, 14875, 12948283, 2, 2, 2, 3, 2,46892.432044444446
101, 482, 6254185, 14875, 12948283, 2, 2, 2, 3, 2,46892.432044444446
101, 427, 6305291, 16738, 14342964, 2, 2, 2, 3, 2,46892.398044444446
101, 415, 6370535, 15726, 13645515, 2, 3, 2, 2, 2,46892.398044444446
41, 374, 6428307, 12845, 14198448, 2, 2, 2, 2, 2,5669.468833333333
101, 462, 6586481, 14496, 14700430, 2, 3, 2, 2, 2,829.4938
41, 430, 7353683, 12845, 14198448, 2, 2, 2, 2, 2,5669.468833333333
101, 460, 8291574, 15102, 13896087, 2, 2, 2, 3, 2,46892.33204444445
41, 424, 8112080, 14415, 14806968, 2, 2, 2, 3, 2,5669.468833333333
101, 434, 7278962, 13638, 13227337, 2, 2, 2, 3, 2,46892.29804444445
41, 381, 7461503, 10632, 13352835, 2, 2, 2, 2, 2,5669.468833333333
101, 390, 7376849, 12338, 14512277, 2, 2, 2, 2, 2,46892.265044444444
101, 353, 7702480, 11268, 12314688, 2, 2, 2, 3, 2,829.6268
41, 379, 7335460, 9952, 13919238, 2, 2, 2, 3, 2,5669.468833333333
41, 368, 7229333, 9952, 13919238, 2, 2, 2, 3, 2,5669.468833333333
101, 372, 7107942, 10651, 13409361, 2, 2, 2, 3, 2,829.6608
101, 334, 8245970, 8346, 12784273, 2, 2, 2, 3, 2,829.6938
101, 357, 8086342, 8425, 13203111, 2, 2, 2, 3, 2,829.6938
41, 315, 9268975, 7601, 13190029, 2, 2, 2, 3, 2,5669.468833333333
41, 347, 9582853, 7052, 12920281, 2, 2, 2, 3, 2,5669.468833333333
41, 322, 9432442, 7052, 12920281, 2, 2, 2, 3, 2,5669.468833333333
41, 436, 9421427, 7052, 12920281, 2, 2, 2, 3, 2,5669.468833333333
41, 475, 9135226, 6710, 10798909, 2, 2, 2, 2, 2,5669.468833333333
101, 460, 8937279, 6815, 10175227, 2, 2, 2, 3, 2,829.7938
101, 513, 8044805, 6747, 9687421, 2, 2, 2, 3, 2,46892.03104444445
41, 450, 8382807, 5774, 9829280, 2, 2, 2, 3, 2,5669.468833333333
101, 424, 8064238, 6723, 11412995, 2, 2, 2, 2, 2,829.8608
41, 373, 7990712, 5774, 9829280, 2, 2, 2, 3, 2,5669.468833333333
41, 395, 7373016, 4931, 12081437, 2, 2, 2, 3, 2,5669.468833333333
101, 390, 7307427, 5194, 11944951, 2, 2, 2, 3, 2,46891.96504444444
101, 398, 7857182, 5920, 11021841, 2, 2, 2, 3, 2,46891.93104444444
41, 356, 7483830, 4955, 11904263, 2, 2, 2, 2, 2,5669.468833333333
101, 401, 7647050, 5973, 10978190, 2, 2, 2, 3, 2,46891.898044444446
101, 352, 7550146, 5973, 10719574, 2, 2, 2, 2, 2,829.9938
41, 401, 7209260, 6242, 11252333, 2, 2, 2, 3, 2,5669.468833333333
101, 362, 6577291, 5198, 9571317, 2, 2, 2, 3, 2,830.0278
41, 365, 6554548, 4650, 9732644, 2, 2, 2, 3, 2,5669.468833333333
41, 320, 6693782, 4650, 9732644, 2, 2, 2, 2, 2,5669.468833333333
101, 329, 6598417, 5623, 9968369, 2, 2, 2, 3, 2,46891.79804444445
101, 341, 6835460, 5194, 11349888, 2, 2, 2, 3, 2,830.0948
41, 339, 7310206, 4387, 10814827, 2, 2, 2, 3, 2,5669.468833333333
101, 349, 7207366, 5541, 10481498, 2, 2, 2, 3, 2,830.1278
101, 330, 7146464, 4935, 10595142, 2, 2, 2, 3, 2,46891.731044444445
101, 350, 6775136, 4459, 10765478, 2, 2, 2, 3, 2,46891.69804444444
101, 328, 7182057, 4459, 10765478, 2, 2, 2, 3, 2,46891.69804444444
41, 303, 6474458, 5686, 9958563, 2, 2, 2, 2, 2,5669.468833333333
101, 272, 6744327, 4443, 10689812, 2, 2, 2, 2, 2,46891.66404444444
101, 317, 6348782, 5290, 10191269, 2, 2, 2, 2, 2,830.2278
41, 294, 6370799, 4529, 10261997, 2, 2, 2, 2, 2,5669.468833333333
41, 337, 6148070, 4266, 9657078, 2, 2, 2, 2, 2,5669.468833333333
101, 330, 6418887, 4013, 9614158, 2, 2, 2, 3, 2,46891.59804444444
41, 306, 6306034, 3131, 9428895, 2, 2, 2, 3, 2,5669.468833333333
41, 278, 6016613, 3131, 9428895, 2, 2, 2, 3, 2,5669.468833333333
41, 287, 6090136, 3131, 9428895, 2, 2, 2, 3, 2,5669.468833333333
101, 278, 6192318, 5353, 9020914, 2, 2, 2, 3, 2,830.3278
41, 244, 5756455, 4583, 9261695, 2, 2, 2, 3, 2,5669.468833333333
41, 303, 5945664, 4583, 9261695, 2, 2, 2, 3, 2,5669.468833333333
41, 338, 5957373, 6273, 12390626, 2, 2, 2, 3, 2,5669.468833333333
101, 338, 5971786, 6541, 12435000, 2, 2, 2, 3, 2,830.3948
101, 397, 6129137, 7285, 10901744, 2, 2, 2, 3, 2,46891.43104444444
101, 379, 6023622, 6849, 10901744, 2, 2, 2, 3, 2,46891.43104444444
101, 399, 6245597, 7750, 11252370, 2, 2, 2, 2, 2,830.4618
41, 365, 6291264, 6238, 11472514, 2, 2, 2, 3, 2,5669.468833333333
101, 418, 6418791, 6664, 11726379, 2, 2, 2, 2, 2,830.4948
41, 360, 5883863, 5680, 11287140, 2, 2, 2, 3, 2,5669.468833333333
41, 377, 5961419, 5680, 11733534, 2, 2, 2, 3, 2,5669.468833333333
41, 338, 5844305, 5405, 11733534, 2, 2, 2, 3, 2,5669.468833333333
101, 412, 6430404, 6894, 10921515, 2, 2, 2, 3, 2,46891.29704444444
41, 398, 6353432, 5549, 11830686, 2, 2, 2, 2, 2,5669.468833333333
101, 387, 5485596, 6517, 11837950, 2, 2, 2, 3, 2,46891.26404444445
101, 362, 6066562, 6517, 10789226, 2, 2, 2, 2, 2,830.6278
41, 350, 5957454, 7051, 11201744, 2, 2, 2, 3, 2,5669.468833333333
41, 320, 5991847, 7051, 11201744, 2, 2, 2, 3, 2,5669.468833333333
101, 342, 5905352, 11471, 12169818, 2, 2, 2, 3, 2,46891.197044444445
101, 340, 5928091, 11471, 13050852, 2, 2, 2, 3, 2,830.6948
41, 329, 5476907, 8944, 12525183, 2, 2, 2, 3, 2,5669.468833333333
41, 377, 5786868, 8944, 12525183, 2, 2, 2, 3, 2,5669.468833333333
101, 380, 5879740, 7730, 10097408, 2, 2, 2, 3, 2,830.7288
101, 389, 5876557, 8284, 9312701, 2, 2, 2, 3, 2,830.7618
41, 389, 6009017, 6332, 8920589, 2, 2, 2, 3, 2,5669.468833333333
41, 354, 6055450, 6079, 8787946, 2, 2, 2, 3, 2,5669.468833333333
101, 413, 5756064, 8654, 9306343, 2, 2, 2, 3, 2,46891.06304444445
41, 374, 5706748, 6079, 8787946, 2, 2, 2, 3, 2,5669.468833333333
41, 388, 5141272, 6079, 8787946, 2, 2, 2, 3, 2,5669.468833333333
41, 366, 5256182, 8472, 9548817, 2, 2, 2, 3, 2,5669.468833333333
101, 365, 5181443, 9764, 9235558, 2, 2, 2, 2, 2,46890.99704444445
41, 333, 5081896, 8472, 9548817, 2, 2, 2, 3, 2,5669.468833333333
41, 432, 5023092, 9290, 11413148, 2, 2, 2, 3, 2,5669.468833333333
41, 432, 4969516, 9290, 11413148, 2, 2, 2, 3, 2,5669.468833333333
41, 367, 4705495, 9290, 11413148, 2, 2, 2, 3, 2,5669.468833333333
101, 404, 5830647, 9583, 10314220, 2, 2, 2, 3, 2,0.034
101, 414, 5700624, 7721, 11175536, 2, 2, 2, 3, 2,830.9618
41, 444, 6057571, 7953, 11593245, 2, 2, 2, 3, 2,5669.468833333333
41, 378, 6063007, 7953, 11593245, 2, 2, 2, 3, 2,5669.468833333333
101, 418, 6137936, 8160, 11704743, 2, 2, 2, 3, 2,46890.864044444446
101, 490, 6185640, 11987, 12307559, 2, 2, 2, 2, 2,831.0288
41, 477, 6153243, 9188, 13031926, 2, 2, 2, 3, 2,5669.468833333333
41, 442, 7426802, 9640, 13031926, 2, 2, 2, 2, 2,5669.468833333333
101, 506, 7517498, 8918, 11523802, 2, 2, 2, 2, 2,46890.79704444444
101, 534, 7102561, 8661, 10218882, 2, 2, 2, 3, 2,18435.2545
41, 547, 7344291, 8398, 11467697, 2, 2, 2, 2, 2,5669.468833333333
101, 537, 7246777, 8391, 10330414, 2, 2, 2, 2, 2,831.1288
41, 553, 7290019, 8398, 11467697, 2, 2, 2, 3, 2,5669.468833333333
101, 543, 6707569, 8523, 11489183, 2, 2, 2, 3, 2,831.1618
101, 522, 7790355, 8523, 11489183, 2, 2, 2, 3, 2,831.1618
41, 496, 8295437, 6964, 11631111, 2, 2, 2, 3, 2,5669.468833333333
41, 470, 7377765, 9225, 13392257, 2, 2, 2, 2, 2,5669.468833333333
101, 505, 6940467, 11116, 12654787, 2, 2, 2, 3, 2,46890.63004444444
101, 481, 6899740, 10127, 12654787, 2, 2, 2, 3, 2,46890.63004444444
41, 432, 7212015, 8404, 13531097, 2, 2, 2, 3, 2,5669.468833333333
41, 460, 7631345, 8404, 13531097, 2, 2, 2, 3, 2,5669.468833333333
101, 483, 6601141, 10646, 12673471, 2, 2, 2, 3, 2,831.2958
41, 446, 6569788, 9701, 14602363, 2, 2, 2, 3, 2,5669.468833333333
101, 406, 6462255, 9560, 14850137, 2, 2, 2, 2, 2,831.3288
101, 393, 6411255, 9560, 14850137, 2, 2, 2, 2, 2,831.3288
101, 376, 6394123, 7577, 13622691, 2, 2, 2, 2, 2,831.3628
101, 360, 6461569, 6738, 13333673, 2, 2, 2, 2, 2,46890.496044444444
101, 392, 6822763, 8167, 15292911, 2, 2, 2, 3, 2,46890.46304444444
101, 443, 6288609, 10259, 14388178, 2, 2, 2, 2, 2,46890.430044444445
41, 439, 6612923, 8667, 15345890, 2, 2, 2, 2, 2,5669.468833333333
41, 436, 6638352, 8513, 14976450, 2, 2, 2, 3, 2,5669.468833333333
41, 380, 6372475, 8513, 14976450, 2, 2, 2, 3, 2,5669.468833333333
41, 380, 6366443, 8513, 14976450, 2, 2, 2, 2, 2,5669.468833333333
41, 397, 6279694, 9545, 17494531, 2, 2, 2, 3, 2,5669.468833333333
101, 389, 6690085, 11674, 15917040, 2, 2, 2, 3, 2,831.5288
101, 357, 6927629, 10039, 15541933, 2, 2, 2, 3, 2,46890.33004444445
41, 313, 6382819, 9146, 17198025, 2, 2, 2, 2, 2,5669.468833333333
101, 324, 6400824, 9877, 16350975, 2, 2, 2, 2, 2,46890.29604444445
41, 297, 6334238, 9146, 17198025, 2, 2, 2, 2, 2,5669.468833333333
41, 335, 6867150, 11004, 17261501, 2, 2, 2, 3, 2,5669.468833333333
101, 343, 6496526, 10807, 15121549, 2, 2, 2, 3, 2,831.6288
41, 378, 6496526, 11004, 17261501, 2, 2, 2, 2, 2,5669.468833333333
41, 329, 6566783, 8302, 17488556, 2, 2, 2, 3, 2,5669.468833333333
101, 382, 6575879, 9636, 17482093, 2, 2, 2, 3, 2,46890.19604444444
101, 335, 6294949, 9636, 14758829, 2, 2, 2, 2, 2,831.6958
41, 373, 6129974, 9052, 16955688, 2, 2, 2, 3, 2,5669.468833333333
41, 340, 5877544, 9052, 16955688, 2, 2, 2, 3, 2,5669.468833333333
101, 429, 6122881, 9601, 14799550, 2, 2, 2, 3, 2,831.7298
41, 382, 5671648, 7494, 17425868, 2, 2, 2, 3, 2,5669.468833333333
101, 426, 5819766, 8042, 16407965, 2, 2, 2, 3, 2,831.7628
41, 398, 6006393, 7494, 17425868, 2, 2, 2, 3, 2,5669.468833333333
101, 448, 5940928, 7571, 12971498, 2, 2, 2, 3, 2,46890.06304444445
41, 398, 5479247, 6923, 14137789, 2, 2, 2, 3, 2,5669.468833333333
101, 489, 5538232, 11694, 13387999, 2, 2, 2, 3, 2,46890.02904444445
101, 465, 5610998, 10326, 13387999, 2, 2, 2, 3, 2,46890.02904444445
101, 424, 6031856, 9449, 16260150, 2, 2, 2, 3, 2,831.8628
41, 403, 6948888, 8575, 16963182, 2, 2, 2, 3, 2,5669.468833333333
41, 506, 6677830, 9256, 15811324, 2, 2, 2, 3, 2,5669.468833333333
41, 464, 7334632, 9256, 15811324, 2, 2, 2, 3, 2,5669.468833333333
41, 474, 7011640, 9256, 15811324, 2, 2, 2, 3, 2,5669.468833333333
41, 461, 6579580, 9999, 16388398, 2, 2, 2, 3, 2,5669.468833333333
41, 461, 6473138, 9999, 16388398, 2, 2, 2, 2, 2,5669.468833333333
41, 409, 6224781, 9999, 16388398, 2, 2, 2, 3, 2,5669.468833333333
101, 474, 6128676, 11476, 13313643, 2, 2, 2, 3, 2,46889.86304444444
41, 476, 6140239, 10789, 15565133, 2, 2, 2, 2, 2,5669.468833333333
41, 436, 6268206, 10789, 15565133, 2, 2, 2, 2, 2,5669.468833333333
41, 405, 6170719, 10702, 16131915, 2, 2, 2, 2, 2,5669.468833333333
41, 420, 6233408, 10702, 16131915, 2, 2, 2, 3, 2,5669.468833333333
41, 381, 6857775, 10702, 16131915, 2, 2, 2, 3, 2,5669.468833333333
101, 407, 6606220, 11804, 14146452, 2, 2, 2, 3, 2,832.0968
101, 419, 6435059, 11804, 13649148, 2, 2, 2, 3, 2,0.033
101, 445, 6377413, 10569, 13550669, 2, 3, 2, 2, 2,46889.729044444444
41, 390, 6164348, 9333, 15009843, 2, 2, 2, 3, 2,5669.468833333333
101, 428, 6068277, 10771, 14569340, 2, 2, 2, 3, 2,832.1628
41, 449, 6390169, 9333, 15009843, 2, 2, 2, 2, 2,5669.468833333333
101, 469, 6262936, 8251, 14138348, 2, 2, 2, 3, 2,46889.66204444444
101, 546, 5798589, 10671, 13806016, 2, 2, 2, 3, 2,46889.629044444446
41, 530, 5840191, 8315, 14197775, 2, 2, 2, 3, 2,5669.468833333333
101, 465, 7009996, 9684, 14600306, 2, 2, 2, 3, 2,832.2628
41, 452, 8021860, 8216, 14855870, 2, 2, 2, 3, 2,5669.468833333333
41, 517, 7645545, 8216, 14855870, 2, 2, 2, 3, 2,5669.468833333333
41, 458, 7648334, 9365, 16042747, 2, 2, 2, 3, 2,5669.468833333333
101, 523, 7405078, 11648, 16031733, 2, 2, 2, 2, 2,832.3298
101, 503, 7195439, 11648, 16031733, 2, 2, 2, 3, 2,832.3298
101, 533, 10383256, 10230, 18878361, 2, 3, 2, 2, 2,46889.49504444445
41, 486, 11280531, 8808, 18003012, 2, 2, 2, 3, 2,5669.468833333333
101, 535, 10261102, 9689, 17192891, 2, 2, 2, 2, 2,832.3968
41, 487, 9965550, 8049, 20176784, 2, 2, 2, 3, 2,5669.468833333333
101, 528, 9321160, 8678, 18708582, 2, 2, 2, 3, 2,832.4298
41, 468, 9494137, 7661, 18553301, 2, 2, 2, 2, 2,5669.468833333333
101, 476, 8960847, 6707, 16889667, 2, 2, 2, 3, 2,46889.39504444444
101, 462, 9467322, 6707, 16889667, 2, 2, 2, 2, 2,46889.39504444444
41, 562, 8998979, 6364, 20032702, 2, 2, 2, 3, 2,5669.468833333333
101, 540, 8289300, 8086, 18320471, 2, 2, 2, 2, 2,832.5298
101, 515, 8429740, 8086, 18320471, 2, 2, 2, 2, 2,832.5298
41, 443, 9450945, 5930, 19317455, 2, 2, 2, 3, 2,5669.468833333333
41, 469, 9183037, 5930, 19317455, 2, 2, 2, 3, 2,5669.468833333333
41, 423, 8960414, 5930, 19317455, 2, 2, 2, 3, 2,5669.468833333333
101, 482, 8951649, 8924, 17476920, 2, 2, 2, 3, 2,832.5968
41, 437, 8600334, 7648, 20940585, 2, 2, 2, 2, 2,5669.468833333333
101, 517, 8043975, 9968, 19475698, 2, 2, 2, 3, 2,832.6298
101, 495, 8397879, 9968, 19475698, 2, 2, 2, 2, 2,832.6298
101, 505, 8586623, 9095, 20036589, 2, 2, 2, 2, 2,46889.195044444445
101, 446, 8585507, 8287, 20036589, 2, 2, 2, 3, 2,46889.195044444445
101, 539, 8101737, 10931, 19497790, 2, 2, 2, 3, 2,832.6968
41, 468, 8530693, 8937, 18233111, 2, 2, 2, 3, 2,5669.468833333333
101, 458, 8474669, 9076, 17729186, 2, 2, 2, 2, 2,46889.16204444444
101, 573, 8412748, 9045, 15779567, 2, 2, 2, 2, 2,46889.12804444444
41, 549, 9938965, 7061, 18169589, 2, 2, 2, 3, 2,5669.468833333333
41, 530, 9308826, 7061, 18169589, 1, 1, 1, 1, 1,5669.468833333333
41, 477, 9100405, 7061, 18169589, 2, 2, 2, 3, 2,5669.468833333333
101, 502, 8815897, 9488, 17082974, 2, 2, 2, 3, 2,46889.06204444444
41, 453, 8317649, 8129, 20595075, 2, 2, 2, 3, 2,5669.468833333333
41, 429, 8127522, 8129, 20595075, 2, 2, 2, 3, 2,5669.468833333333
101, 489, 7933341, 11167, 19135309, 2, 2, 2, 3, 2,832.8308
41, 435, 7394722, 8129, 20562026, 2, 2, 2, 2, 2,5669.468833333333
101, 415, 7233785, 9782, 20216142, 2, 2, 2, 2, 2,46888.99504444445
41, 381, 7239876, 8579, 20562026, 2, 2, 2, 3, 2,5669.468833333333
101, 468, 6898191, 11558, 17965507, 2, 2, 2, 3, 2,46888.962044444444
41, 416, 6647250, 10864, 19921678, 2, 2, 2, 3, 2,5669.468833333333
41, 400, 7479118, 10864, 19921678, 2, 2, 2, 2, 2,5669.468833333333
101, 430, 6911347, 12802, 18766416, 2, 2, 2, 3, 2,832.9308
41, 395, 6897350, 10864, 19921678, 2, 2, 2, 3, 2,5669.468833333333
41, 400, 6536022, 9850, 18631660, 2, 2, 2, 3, 2,5669.468833333333
41, 357, 6337345, 9850, 18631660, 2, 2, 2, 3, 2,5669.468833333333
41, 422, 6171616, 9850, 18631660, 2, 2, 2, 2, 2,5669.468833333333
41, 375, 6150716, 11524, 18189866, 2, 2, 2, 3, 2,5669.468833333333
101, 446, 5930699, 15649, 18542047, 2, 2, 2, 3, 2,833.0308
101, 389, 5933146, 12217, 15693559, 2, 2, 2, 3, 2,46888.828044444446
101, 456, 5581758, 12967, 19303645, 2, 2, 2, 3, 2,833.0638
41, 439, 5704694, 10797, 19823418, 2, 2, 2, 3, 2,5669.468833333333
41, 438, 6732658, 10797, 19823418, 2, 2, 2, 3, 2,5669.468833333333
41, 394, 6610305, 11627, 18025651, 2, 2, 2, 3, 2,5669.468833333333
101, 451, 6204810, 14755, 17887783, 2, 2, 2, 3, 2,833.1308
41, 397, 6026491, 11627, 18025651, 2, 2, 2, 3, 2,5669.468833333333
101, 479, 6677419, 17019, 17362145, 2, 2, 2, 3, 2,0.033
41, 440, 6473417, 15997, 19350254, 2, 2, 2, 3, 2,5669.468833333333
101, 467, 6549982, 16858, 17496625, 2, 2, 2, 3, 2,46888.661044444445
41, 425, 6258406, 14436, 20908042, 2, 2, 2, 2, 2,5669.468833333333
101, 432, 5981178, 14137, 19975867, 2, 2, 2, 2, 2,833.2308
41, 392, 6035427, 14436, 20908042, 2, 2, 2, 3, 2,5669.468833333333
41, 373, 6013060, 9778, 21259085, 2, 2, 2, 3, 2,5669.468833333333
101, 427, 6198369, 10850, 21283109, 2, 2, 2, 3, 2,833.2638
41, 382, 6159195, 9778, 21259085, 2, 2, 2, 3, 2,5669.468833333333
41, 375, 6056930, 10796, 22490568, 2, 2, 2, 3, 2,5669.468833333333
101, 409, 5744656, 11808, 20824142, 2, 2, 2, 3, 2,833.3308
41, 368, 5849286, 11096, 20562406, 2, 2, 2, 3, 2,42052.390011111114
41, 348, 6213630, 11878, 19529693, 2, 2, 2, 2, 2,5669.468833333333
101, 317, 6565060, 10374, 19296223, 2, 2, 2, 3, 2,46888.494044444444
101, 406, 6566216, 13043, 18096638, 2, 2, 2, 3, 2,833.3978
101, 358, 7564112, 13043, 18096638, 2, 2, 2, 3, 2,833.3978
101, 389, 7318315, 10818, 19194601, 2, 2, 2, 2, 2,0.033
101, 373, 7248241, 10190, 18708766, 2, 2, 2, 3, 2,46888.428044444445
101, 341, 6950348, 12318, 17764702, 2, 2, 2, 3, 2,833.4648
41, 322, 7100171, 11395, 17226710, 2, 2, 2, 3, 2,5669.468833333333
41, 335, 7255272, 11395, 17226710, 2, 2, 2, 3, 2,5669.468833333333
41, 306, 7137568, 9709, 15075808, 2, 2, 2, 3, 2,5669.468833333333
101, 310, 6725527, 12098, 16073785, 2, 2, 2, 3, 2,46888.328044444446
41, 289, 6559352, 9709, 15075808, 2, 2, 2, 3, 2,5669.468833333333
41, 278, 6829332, 9709, 15075808, 2, 2, 2, 2, 2,5669.468833333333
41, 257, 6629257, 11423, 15953859, 2, 2, 2, 3, 2,5669.468833333333
41, 244, 6866872, 11423, 15953859, 2, 2, 2, 2, 2,5669.468833333333
101, 324, 6725304, 12183, 15726866, 2, 2, 2, 3, 2,46888.26104444444
101, 335, 6081761, 10833, 15378489, 2, 2, 2, 2, 2,833.6308
41, 336, 6343617, 9797, 15678716, 2, 2, 2, 3, 2,5669.468833333333
41, 317, 6265817, 9797, 15678716, 2, 2, 2, 3, 2,5669.468833333333
41, 317, 5903069, 10712, 15357805, 2, 2, 2, 3, 2,5669.468833333333
101, 302, 6036884, 10385, 15237857, 2, 2, 2, 3, 2,46888.19404444445
41, 336, 5856026, 10712, 15357805, 2, 2, 2, 3, 2,5669.468833333333
41, 306, 6397461, 7987, 13883292, 2, 2, 2, 3, 2,5669.468833333333
101, 342, 6216502, 8858, 13955389, 2, 2, 2, 3, 2,46888.127044444445
41, 321, 6132736, 7987, 13883292, 2, 2, 2, 3, 2,5669.468833333333
41, 302, 6497405, 9434, 13970807, 2, 2, 2, 3, 2,5669.468833333333
101, 295, 6212133, 9885, 13818937, 2, 2, 2, 3, 2,46888.09404444444
41, 277, 5748384, 9434, 13970807, 2, 2, 2, 3, 2,5669.468833333333
41, 257, 5919754, 8979, 13032773, 2, 2, 2, 3, 2,5669.468833333333
41, 319, 5575451, 8979, 13032773, 2, 2, 2, 3, 2,5669.468833333333
41, 289, 5430370, 8979, 13032773, 2, 2, 2, 2, 2,5669.468833333333
41, 298, 5198844, 8936, 12809353, 2, 2, 2, 3, 2,5669.468833333333
101, 283, 5371574, 9660, 13005213, 2, 2, 2, 2, 2,833.8648
101, 300, 5017537, 10907, 13179353, 2, 2, 2, 3, 2,46887.96104444445
41, 280, 5378837, 8936, 13811098, 2, 2, 2, 3, 2,5669.468833333333
