Connected to BF Runtime Server as client 0
The target runs the program  RF
FlowID, PS, IPG, FS, IFG t1, t2, t3, t4, t5, host_ifg
245, 839, 3366537, 35031, 12246923, 2, 2, 2, 3, 2,0.016666666666666666
245, 831, 3367109, 36059, 12481769, 2, 2, 2, 3, 2,0.016677777777777777
245, 829, 3352881, 37657, 12766134, 2, 2, 2, 3, 2,0.016655555555555555
245, 838, 3286975, 32344, 12560521, 2, 2, 2, 3, 2,0.016666666666666666
245, 848, 3273632, 26910, 12560521, 2, 2, 2, 3, 2,0.016666666666666666
245, 896, 3014359, 25539, 11540136, 2, 2, 2, 3, 2,0.016655555555555555
245, 890, 3077385, 29688, 11540136, 2, 3, 2, 2, 2,0.016666666666666666
245, 883, 3138442, 32789, 11962308, 2, 2, 2, 2, 2,0.016677777777777777
245, 865, 3229528, 33794, 11962308, 2, 2, 2, 2, 2,0.016677777777777777
245, 857, 3135458, 27109, 10566780, 2, 2, 2, 2, 2,0.016666666666666666
245, 847, 3135498, 30382, 11005411, 2, 2, 2, 2, 2,0.016677777777777777
245, 863, 3051407, 28744, 10350536, 2, 2, 2, 2, 2,0.016655555555555555
245, 848, 3316901, 28744, 10350536, 2, 2, 2, 3, 2,0.016655555555555555
245, 851, 3261265, 24718, 8923934, 2, 2, 2, 2, 2,0.016666666666666666
245, 852, 3224000, 21012, 8425080, 2, 2, 2, 2, 2,0.016677777777777777
245, 853, 3231451, 25865, 9298785, 2, 2, 2, 3, 2,0.016655555555555555
245, 845, 3298558, 23446, 8236924, 2, 2, 2, 3, 2,0.016666666666666666
245, 910, 3222321, 23296, 7914627, 2, 2, 2, 3, 2,0.016677777777777777
245, 912, 3007971, 21940, 7248341, 2, 2, 2, 3, 2,0.016655555555555555
245, 931, 2984084, 21976, 7169571, 2, 2, 2, 3, 2,0.016666666666666666
245, 967, 2745277, 18978, 6615841, 2, 2, 2, 3, 2,0.016677777777777777
245, 960, 2832612, 18135, 6173519, 2, 2, 2, 3, 2,0.016655555555555555
245, 951, 2837004, 17435, 5765492, 2, 2, 2, 3, 2,0.016666666666666666
245, 945, 2841245, 18099, 5847199, 2, 2, 2, 3, 2,0.016677777777777777
245, 928, 2837009, 15608, 5521586, 2, 2, 2, 3, 2,0.016655555555555555
245, 915, 2804003, 13175, 5583775, 2, 2, 2, 3, 2,0.016666666666666666
245, 908, 2864693, 17767, 6665026, 2, 2, 2, 3, 2,0.016677777777777777
245, 921, 2880625, 14784, 6710069, 2, 2, 2, 3, 2,0.016655555555555555
245, 941, 2696269, 14571, 6137700, 2, 2, 2, 3, 2,0.016666666666666666
245, 940, 2701742, 12481, 6261405, 2, 2, 2, 3, 2,0.016677777777777777
245, 929, 2720263, 12618, 5822646, 2, 2, 2, 3, 2,0.016655555555555555
245, 929, 2787788, 11456, 6100816, 2, 2, 2, 3, 2,0.016666666666666666
245, 952, 2641322, 16680, 6660576, 2, 2, 2, 3, 2,0.016677777777777777
245, 942, 2697924, 16933, 6609060, 2, 2, 2, 3, 2,0.016655555555555555
245, 933, 2712562, 16418, 6123815, 2, 2, 2, 3, 2,0.016666666666666666
245, 920, 2763238, 16059, 5764617, 2, 2, 2, 3, 2,0.016677777777777777
245, 923, 2793597, 17171, 5824525, 2, 2, 2, 3, 2,0.016655555555555555
245, 912, 2880388, 21374, 6903774, 2, 2, 2, 3, 2,0.016666666666666666
245, 907, 2978748, 24974, 7895439, 2, 2, 2, 3, 2,0.016677777777777777
245, 916, 3016578, 20283, 7596123, 2, 2, 2, 3, 2,0.016655555555555555
245, 955, 2776508, 19152, 6916306, 2, 2, 2, 3, 2,0.016666666666666666
245, 926, 2956262, 16036, 6926826, 2, 2, 2, 3, 2,0.016677777777777777
245, 888, 2923335, 15469, 6393042, 2, 2, 2, 3, 2,0.016655555555555555
245, 902, 2927258, 13100, 6346425, 2, 2, 2, 3, 2,0.016666666666666666
245, 886, 2931829, 14753, 6515442, 2, 2, 2, 2, 2,0.016677777777777777
245, 918, 2732658, 13416, 5797950, 2, 2, 2, 3, 2,0.016655555555555555
245, 922, 2791483, 11546, 5498125, 2, 2, 2, 3, 2,0.016666666666666666
245, 919, 2869631, 10272, 5652519, 2, 2, 2, 3, 2,0.016677777777777777
245, 908, 2857258, 12415, 5808350, 2, 2, 2, 3, 2,0.016655555555555555
245, 919, 2682950, 11303, 5186097, 2, 2, 2, 3, 2,0.016666666666666666
245, 928, 2800850, 11679, 4984673, 2, 2, 2, 3, 2,0.016677777777777777
245, 919, 2786745, 10069, 5197220, 2, 2, 2, 3, 2,0.016655555555555555
245, 918, 2830601, 10346, 4908287, 2, 2, 2, 3, 2,0.016666666666666666
245, 911, 2918636, 10703, 4736898, 2, 2, 2, 3, 2,0.016677777777777777
245, 912, 2984209, 12118, 4902836, 2, 2, 2, 3, 2,0.016655555555555555
245, 917, 3029495, 10137, 5200073, 2, 2, 2, 3, 2,0.016666666666666666
245, 916, 2993913, 8740, 6062339, 2, 2, 2, 3, 2,0.016655555555555555
245, 908, 3091457, 13109, 5585039, 2, 2, 2, 3, 2,0.016666666666666666
245, 919, 3088313, 10948, 5715682, 2, 2, 2, 2, 2,0.016677777777777777
245, 929, 3132975, 9225, 5866828, 2, 2, 2, 2, 2,0.016655555555555555
245, 922, 3026553, 9900, 5480002, 2, 2, 2, 3, 2,0.016666666666666666
245, 944, 2989271, 12049, 5874632, 2, 2, 2, 3, 2,0.016677777777777777
245, 956, 2836231, 11387, 5269856, 2, 3, 2, 2, 2,0.016655555555555555
245, 976, 2903339, 10488, 5693739, 2, 3, 2, 2, 2,0.016666666666666666
245, 980, 2749726, 9955, 5124361, 2, 2, 2, 3, 2,0.016677777777777777
245, 978, 2871197, 9999, 4916787, 2, 2, 2, 3, 2,0.016655555555555555
245, 968, 2872015, 8603, 5241139, 2, 2, 2, 3, 2,0.016666666666666666
245, 953, 2814497, 7843, 5392991, 2, 2, 2, 3, 2,0.016677777777777777
245, 985, 2627970, 8697, 5066255, 2, 2, 2, 3, 2,0.016655555555555555
245, 990, 2739186, 10761, 5358036, 2, 2, 2, 3, 2,0.016666666666666666
245, 983, 2667410, 9406, 5078113, 2, 2, 2, 3, 2,0.016677777777777777
245, 957, 2666763, 8585, 5468715, 2, 2, 2, 3, 2,0.016655555555555555
245, 956, 2701077, 9048, 5128255, 2, 2, 2, 3, 2,0.016666666666666666
245, 986, 2563699, 7758, 4819794, 2, 2, 2, 3, 2,0.016677777777777777
245, 983, 2636075, 6463, 5115801, 2, 2, 2, 3, 2,0.016655555555555555
245, 948, 2660488, 6463, 5115801, 2, 2, 2, 3, 2,0.016666666666666666
245, 971, 2483520, 5786, 5644526, 2, 2, 2, 3, 2,0.016677777777777777
245, 951, 2490736, 8398, 5644526, 2, 2, 2, 3, 2,0.016655555555555555
245, 984, 2357135, 7338, 5734993, 2, 2, 2, 3, 2,0.016655555555555555
245, 964, 2475463, 6433, 5391775, 2, 2, 2, 3, 2,0.016666666666666666
245, 975, 2361078, 5147, 6884231, 2, 2, 2, 3, 2,0.016677777777777777
245, 932, 2220184, 4969, 7942154, 2, 2, 2, 2, 2,0.016655555555555555
245, 946, 2039804, 10805, 7704996, 2, 2, 2, 2, 2,0.016677777777777777
245, 934, 2217978, 10805, 7539954, 2, 2, 2, 2, 2,0.016655555555555555
245, 913, 2272628, 10068, 6936077, 2, 2, 2, 3, 2,0.016666666666666666
245, 902, 2475437, 10068, 6936077, 2, 2, 2, 3, 2,0.016666666666666666
245, 923, 2728047, 7597, 9037042, 2, 2, 2, 3, 2,0.016677777777777777
245, 999, 2734260, 7400, 9115383, 2, 2, 2, 3, 2,0.016655555555555555
245, 981, 2801885, 6743, 8599296, 2, 2, 2, 3, 2,0.016666666666666666
245, 1019, 2634717, 12525, 8944221, 2, 2, 2, 3, 2,0.016677777777777777
245, 1054, 2345297, 14214, 8422013, 2, 2, 2, 3, 2,0.016666666666666666
245, 1034, 2454624, 15406, 7943850, 2, 2, 2, 3, 2,0.016677777777777777
245, 1019, 2600794, 14883, 7293666, 2, 2, 2, 3, 2,0.016655555555555555
245, 1028, 2660230, 13016, 7266491, 2, 2, 2, 3, 2,0.016666666666666666
245, 1007, 2646506, 13107, 6670351, 2, 2, 2, 3, 2,0.016677777777777777
245, 938, 2983626, 13014, 6207750, 2, 2, 2, 3, 2,0.016666666666666666
245, 941, 3131519, 12369, 5743225, 2, 2, 2, 3, 2,0.016666666666666666
245, 946, 3069033, 10367, 6004536, 2, 2, 2, 2, 2,0.016677777777777777
245, 969, 2775917, 9253, 5662077, 2, 2, 2, 3, 2,0.016666666666666666
245, 959, 2916610, 9343, 5662077, 2, 2, 2, 3, 2,0.016677777777777777
245, 961, 2839163, 9901, 6091536, 2, 2, 2, 3, 2,0.016655555555555555
245, 960, 2839627, 11423, 6055493, 2, 2, 2, 3, 2,0.016666666666666666
245, 957, 2885955, 11570, 5666011, 2, 2, 2, 3, 2,0.016677777777777777
245, 948, 2939023, 13215, 5798748, 2, 2, 2, 3, 2,0.016655555555555555
245, 948, 2956741, 13099, 5440142, 2, 2, 2, 3, 2,0.016666666666666666
245, 936, 3058306, 13961, 5574588, 2, 2, 2, 2, 2,0.016677777777777777
245, 935, 3012802, 12147, 5322311, 2, 2, 2, 2, 2,0.016655555555555555
245, 927, 2959888, 10290, 5506096, 2, 2, 2, 3, 2,0.016666666666666666
245, 963, 2722904, 9337, 5783961, 2, 2, 2, 3, 2,0.016677777777777777
245, 966, 2735503, 11472, 5746713, 2, 2, 2, 3, 2,0.016655555555555555
245, 957, 2832258, 11342, 5403037, 2, 2, 2, 3, 2,0.016666666666666666
245, 937, 2842639, 9718, 5796112, 2, 2, 2, 3, 2,0.016677777777777777
245, 965, 2626966, 10296, 5381714, 2, 2, 2, 3, 2,0.016655555555555555
245, 952, 2784594, 10296, 5381714, 2, 2, 2, 3, 2,0.016655555555555555
245, 986, 2590032, 9074, 5777039, 2, 2, 2, 3, 2,0.016666666666666666
245, 1005, 2386489, 8195, 5672819, 2, 2, 2, 3, 2,0.016655555555555555
245, 991, 2448404, 7623, 5923790, 2, 2, 2, 3, 2,0.016655555555555555
245, 1011, 2338403, 6982, 5957294, 2, 2, 2, 3, 2,0.016666666666666666
245, 978, 2408575, 8797, 5959727, 2, 2, 2, 2, 2,0.016677777777777777
245, 958, 2512834, 8241, 6261314, 2, 2, 2, 2, 2,0.016655555555555555
245, 992, 2372781, 10383, 6323570, 2, 2, 2, 2, 2,0.016666666666666666
245, 1027, 2509588, 8787, 6115760, 2, 2, 2, 2, 2,0.016677777777777777
245, 1017, 2692223, 11647, 6368229, 2, 2, 2, 3, 2,0.016655555555555555
245, 996, 2458583, 13310, 6263529, 2, 2, 2, 3, 2,0.016666666666666666
245, 1007, 2519278, 11629, 6456023, 2, 2, 2, 3, 2,0.016677777777777777
245, 968, 2554283, 13474, 6414760, 2, 2, 2, 3, 2,0.016655555555555555
245, 959, 2692785, 14855, 6387819, 2, 2, 2, 3, 2,0.016666666666666666
245, 963, 3016199, 15946, 6412803, 2, 2, 2, 3, 2,0.016677777777777777
245, 954, 3106692, 13662, 5981938, 2, 2, 2, 3, 2,0.016655555555555555
245, 954, 2818442, 14914, 5976114, 2, 2, 2, 3, 2,0.016666666666666666
245, 954, 2853566, 17099, 6300244, 2, 2, 2, 2, 2,0.016677777777777777
245, 950, 2874933, 18148, 6232323, 2, 3, 2, 3, 2,0.016655555555555555
245, 920, 2962172, 18148, 6232323, 2, 2, 2, 3, 2,0.016655555555555555
245, 1023, 3969708, 13000, 7812884, 2, 2, 2, 3, 2,0.016677777777777777
245, 991, 3835935, 12910, 7117180, 2, 2, 2, 3, 2,0.016655555555555555
245, 996, 3713918, 10823, 7019391, 2, 2, 2, 3, 2,0.016666666666666666
245, 998, 3495225, 10218, 6950922, 2, 2, 2, 3, 2,0.016677777777777777
245, 982, 3380809, 9190, 7112710, 2, 2, 2, 3, 2,0.016655555555555555
245, 961, 3287577, 11543, 6850254, 2, 2, 2, 2, 2,0.016666666666666666
245, 950, 3229780, 13383, 6709091, 2, 2, 2, 2, 2,0.016677777777777777
245, 947, 3134807, 12258, 6957252, 2, 2, 2, 2, 2,0.016655555555555555
245, 940, 3094859, 13884, 6705869, 2, 2, 2, 2, 2,0.016666666666666666
245, 935, 3129524, 13520, 6221051, 2, 2, 2, 2, 2,0.016677777777777777
245, 925, 3162822, 13520, 6394958, 2, 2, 2, 2, 2,0.016655555555555555
245, 911, 3025865, 12061, 5891548, 2, 2, 2, 3, 2,0.016666666666666666
245, 867, 3213234, 12061, 5891548, 2, 2, 2, 3, 2,0.016666666666666666
245, 909, 2925200, 13757, 6161201, 2, 2, 2, 3, 2,0.016655555555555555
245, 902, 3118426, 15298, 6161201, 2, 2, 2, 3, 2,0.016655555555555555
245, 937, 3254787, 16060, 6226320, 2, 2, 2, 3, 2,0.016666666666666666
245, 936, 2967012, 17022, 6174023, 2, 2, 2, 3, 2,0.016677777777777777
245, 933, 3058226, 18267, 6476949, 2, 2, 2, 3, 2,0.016655555555555555
245, 935, 3035287, 15161, 6408621, 2, 1, 2, 3, 2,0.016666666666666666
245, 939, 2979229, 13317, 6514513, 2, 2, 2, 3, 2,0.016677777777777777
245, 974, 2754374, 13391, 5987020, 2, 2, 2, 3, 2,0.016655555555555555
245, 965, 2865533, 14923, 5985394, 2, 2, 2, 3, 2,0.016666666666666666
245, 952, 2969942, 14923, 5985394, 2, 2, 2, 3, 2,0.016677777777777777
245, 900, 3006657, 13319, 6331784, 2, 2, 2, 2, 2,0.016677777777777777
245, 923, 2770544, 11478, 7305027, 2, 2, 2, 3, 2,0.016655555555555555
245, 898, 2851228, 14016, 7246303, 2, 2, 2, 3, 2,0.016666666666666666
245, 943, 2674951, 18085, 7974241, 2, 2, 2, 3, 2,0.016677777777777777
245, 939, 2755406, 16072, 8894039, 2, 2, 2, 3, 2,0.016655555555555555
245, 971, 2551366, 14355, 8729122, 2, 2, 2, 3, 2,0.016666666666666666
245, 966, 2593281, 12029, 8280202, 2, 2, 2, 3, 2,0.016677777777777777
245, 946, 3174896, 17012, 9083185, 2, 2, 2, 3, 2,0.016655555555555555
245, 908, 3150857, 18283, 8779003, 2, 2, 2, 2, 2,0.016666666666666666
245, 920, 3163632, 19028, 8364908, 2, 2, 2, 2, 2,0.016677777777777777
245, 926, 3183689, 19028, 9373283, 2, 2, 2, 2, 2,0.016655555555555555
245, 962, 2892711, 18235, 9056825, 2, 2, 2, 3, 2,0.016666666666666666
245, 939, 3046288, 18235, 9056825, 2, 2, 2, 3, 2,0.016666666666666666
130, 936, 3156240, 15469, 134203743, 2, 2, 2, 2, 2,47717.44218888889
130, 951, 2890769, 13808, 113901986, 2, 2, 2, 3, 2,0.016655555555555555
130, 945, 2849390, 12715, 84979129, 2, 2, 2, 3, 2,0.016677777777777777
130, 936, 2935726, 14234, 84979129, 2, 2, 2, 2, 2,0.016655555555555555
130, 932, 2974006, 16410, 76019486, 2, 2, 2, 2, 2,0.016655555555555555
130, 931, 2900252, 14224, 54128672, 2, 2, 2, 3, 2,0.016677777777777777
130, 925, 2937159, 15344, 54128672, 2, 2, 2, 3, 2,0.016677777777777777
130, 968, 2641343, 19994, 41000483, 2, 2, 2, 2, 2,0.016666666666666666
130, 956, 2602205, 15707, 37117440, 2, 2, 2, 3, 2,0.016677777777777777
130, 946, 2643973, 16862, 31789869, 2, 2, 2, 3, 2,0.016655555555555555
130, 915, 2721754, 18698, 29068401, 2, 2, 2, 3, 2,0.016666666666666666
130, 909, 2800494, 19072, 25070827, 2, 2, 2, 3, 2,0.016677777777777777
130, 918, 2794846, 16237, 21954154, 2, 2, 2, 3, 2,0.016655555555555555
130, 918, 2778169, 13901, 20135448, 2, 2, 2, 3, 2,0.016666666666666666
130, 920, 2859633, 13901, 18811535, 2, 2, 2, 3, 2,0.016677777777777777
130, 932, 2829488, 15803, 18811535, 2, 2, 2, 3, 2,0.016677777777777777
130, 932, 2829488, 15803, 18811535, 2, 2, 2, 3, 2,0.016677777777777777
130, 754, 5110952, 18277, 16021114, 2, 2, 2, 2, 2,0.016666666666666666
130, 825, 4425204, 18986, 14271707, 2, 2, 2, 3, 2,0.016655555555555555
130, 826, 4413174, 20185, 14271707, 2, 2, 2, 2, 2,0.016666666666666666
130, 804, 4376126, 20667, 13570734, 2, 2, 2, 2, 2,0.016666666666666666
130, 888, 4231944, 17513, 12411531, 2, 2, 2, 3, 2,0.016677777777777777
130, 885, 3885815, 18014, 11278164, 2, 2, 2, 3, 2,0.016655555555555555
130, 884, 3719571, 16006, 11451387, 2, 2, 2, 3, 2,0.016666666666666666
130, 849, 3384729, 20657, 11625808, 2, 2, 2, 3, 2,0.016677777777777777
130, 896, 3133566, 18238, 11139577, 2, 2, 2, 2, 2,0.016655555555555555
130, 897, 3160898, 18717, 10261250, 2, 2, 2, 2, 2,0.016666666666666666
130, 889, 3197586, 18717, 9998864, 2, 2, 2, 2, 2,0.016677777777777777
130, 885, 3278208, 19798, 9998864, 2, 2, 2, 3, 2,0.016677777777777777
130, 880, 3282539, 20207, 9442118, 2, 3, 2, 2, 2,0.016666666666666666
130, 897, 3366034, 18592, 8485705, 2, 2, 2, 2, 2,0.016666666666666666
130, 887, 3262678, 15784, 8158773, 2, 2, 2, 3, 2,0.016655555555555555
130, 859, 3357570, 17063, 8158773, 2, 2, 2, 3, 2,0.016666666666666666
130, 871, 3322373, 19338, 8632893, 2, 2, 2, 3, 2,0.016677777777777777
130, 878, 3215638, 18048, 8156488, 2, 2, 2, 2, 2,0.016655555555555555
130, 856, 2976270, 21760, 8771016, 2, 2, 2, 3, 2,0.016666666666666666
130, 875, 2949340, 21760, 9439171, 2, 2, 2, 3, 2,0.016677777777777777
130, 890, 2852217, 21065, 9149588, 2, 3, 2, 2, 2,0.016655555555555555
130, 906, 2965216, 23190, 9667693, 2, 2, 2, 3, 2,0.016666666666666666
130, 913, 2968130, 20577, 9565540, 2, 2, 2, 3, 2,0.016677777777777777
130, 910, 2977113, 20434, 8837801, 2, 2, 2, 3, 2,0.016655555555555555
130, 888, 2791599, 23318, 9677711, 2, 2, 2, 3, 2,0.016666666666666666
130, 870, 3205348, 23697, 9353983, 2, 2, 2, 3, 2,0.016677777777777777
130, 897, 3030260, 20335, 8956505, 2, 2, 2, 3, 2,0.016655555555555555
130, 907, 2805416, 17379, 9641888, 2, 2, 2, 3, 2,0.016666666666666666
130, 859, 2882081, 18937, 9289873, 2, 2, 2, 3, 2,0.016677777777777777
130, 805, 2978597, 19025, 8670439, 2, 2, 2, 3, 2,0.016666666666666666
130, 802, 2948351, 22969, 9135301, 2, 2, 2, 3, 2,0.016677777777777777
130, 788, 3040726, 22969, 9135301, 2, 2, 2, 2, 2,0.016655555555555555
130, 787, 3068808, 22800, 8648500, 2, 2, 2, 2, 2,0.016655555555555555
130, 797, 3008801, 22739, 8283996, 2, 2, 2, 3, 2,0.016666666666666666
130, 806, 2952872, 20418, 8601025, 2, 2, 2, 3, 2,0.016655555555555555
130, 786, 3045129, 20418, 8204443, 2, 2, 2, 2, 2,0.016666666666666666
130, 778, 3111387, 20409, 8210557, 2, 2, 2, 2, 2,0.016677777777777777
130, 747, 3208781, 21161, 8210557, 2, 2, 2, 3, 2,0.016677777777777777
130, 746, 3265754, 21218, 7886346, 2, 2, 2, 3, 2,0.016655555555555555
130, 785, 3359938, 20634, 7468313, 2, 2, 2, 3, 2,0.016666666666666666
130, 795, 3084730, 18283, 8599067, 2, 2, 2, 3, 2,0.016677777777777777
130, 804, 2696145, 15425, 9053579, 2, 2, 2, 3, 2,0.016655555555555555
130, 818, 2379823, 14323, 9687281, 2, 2, 2, 3, 2,0.016666666666666666
130, 817, 2269983, 16122, 9542970, 2, 2, 2, 2, 2,0.016677777777777777
130, 796, 2450983, 16630, 8955400, 2, 2, 2, 3, 2,0.016655555555555555
130, 777, 2590855, 17932, 8895223, 2, 2, 2, 3, 2,0.016666666666666666
130, 779, 2442191, 18820, 8499306, 2, 2, 2, 3, 2,0.016677777777777777
130, 776, 2554341, 18701, 7962122, 2, 2, 2, 3, 2,0.016655555555555555
130, 778, 2444301, 22089, 8791086, 2, 2, 2, 3, 2,0.016666666666666666
130, 778, 2222591, 22973, 8708707, 2, 2, 2, 2, 2,0.016677777777777777
130, 754, 2164904, 22151, 8214656, 2, 2, 2, 2, 2,0.016655555555555555
130, 747, 2079018, 19062, 9057268, 2, 2, 2, 2, 2,0.016666666666666666
130, 764, 1864957, 19781, 8837410, 2, 2, 2, 3, 2,0.016677777777777777
130, 749, 1880102, 19447, 8339373, 2, 2, 2, 3, 2,0.016655555555555555
130, 736, 1903695, 22374, 9143422, 2, 2, 2, 3, 2,0.016666666666666666
130, 739, 1769806, 22374, 9496931, 2, 2, 2, 3, 2,0.016677777777777777
130, 735, 1654368, 25175, 9496931, 2, 2, 2, 3, 2,0.016655555555555555
130, 734, 1851133, 26156, 9426138, 2, 2, 2, 3, 2,0.016666666666666666
130, 694, 1936966, 25247, 8761189, 2, 2, 2, 3, 2,0.016666666666666666
130, 732, 1668492, 28074, 9537376, 2, 2, 2, 3, 2,0.016677777777777777
130, 715, 1593344, 28435, 9295921, 2, 2, 2, 3, 2,0.016655555555555555
130, 783, 1528573, 26496, 8773086, 2, 2, 2, 3, 2,0.016666666666666666
130, 788, 1558192, 22546, 9511883, 2, 2, 2, 3, 2,0.016677777777777777
130, 810, 1468410, 23369, 9221451, 2, 2, 2, 3, 2,0.016655555555555555
130, 793, 1504914, 23173, 8735114, 2, 2, 2, 3, 2,0.016666666666666666
130, 798, 1429329, 25693, 9255925, 2, 2, 2, 3, 2,0.016677777777777777
130, 809, 1284412, 28862, 9550122, 2, 2, 2, 3, 2,0.016655555555555555
130, 810, 1253708, 24905, 10211673, 2, 2, 2, 3, 2,0.016666666666666666
130, 837, 1212678, 25924, 10087899, 2, 2, 2, 2, 2,0.016677777777777777
130, 817, 1295012, 25204, 9438876, 2, 2, 2, 3, 2,0.016655555555555555
130, 823, 1225058, 21441, 9925419, 2, 3, 2, 2, 2,0.016666666666666666
130, 803, 1189739, 18013, 10411880, 2, 2, 2, 2, 2,0.016677777777777777
130, 850, 1131332, 19216, 9983895, 2, 2, 2, 2, 2,0.016655555555555555
130, 829, 1212765, 16704, 10561241, 2, 2, 2, 2, 2,0.016666666666666666
130, 812, 1251995, 16704, 10561241, 2, 2, 2, 3, 2,0.016666666666666666
130, 879, 1204383, 13824, 9864070, 2, 2, 2, 2, 2,0.016655555555555555
130, 909, 1086876, 11564, 9992392, 2, 2, 2, 2, 2,0.016666666666666666
130, 886, 1066581, 13234, 9716730, 2, 2, 2, 2, 2,0.016677777777777777
130, 877, 1159292, 12065, 10396310, 2, 2, 2, 2, 2,0.016655555555555555
130, 860, 1235254, 12962, 9897405, 2, 2, 2, 2, 2,0.016666666666666666
130, 818, 1699708, 17755, 10230004, 2, 2, 2, 3, 2,0.016677777777777777
130, 828, 1664400, 15492, 10646796, 2, 2, 2, 3, 2,0.016655555555555555
130, 812, 1546946, 17289, 10346259, 2, 2, 2, 3, 2,0.016666666666666666
130, 798, 1466881, 17289, 10623578, 2, 2, 2, 3, 2,0.016677777777777777
130, 783, 1349288, 21834, 10623578, 2, 2, 2, 3, 2,0.016655555555555555
130, 730, 1480037, 22602, 10318707, 2, 2, 2, 3, 2,0.016655555555555555
130, 807, 1369505, 19161, 10415221, 2, 2, 2, 3, 2,0.016666666666666666
130, 810, 1419368, 20607, 10371140, 2, 2, 2, 3, 2,0.016677777777777777
130, 801, 1349810, 23529, 10417719, 2, 2, 2, 3, 2,0.016655555555555555
130, 787, 1409749, 27184, 10761413, 2, 2, 2, 3, 2,0.016666666666666666
130, 780, 1343092, 27184, 10932593, 2, 2, 2, 3, 2,0.016677777777777777
130, 772, 1284710, 22622, 10586889, 2, 2, 2, 3, 2,0.016655555555555555
130, 740, 1380239, 23464, 10586889, 2, 2, 2, 3, 2,0.016655555555555555
130, 743, 1326846, 26958, 10863036, 2, 2, 2, 3, 2,0.016666666666666666
130, 765, 1377085, 29616, 11097810, 2, 2, 2, 3, 2,0.016677777777777777
130, 778, 1414384, 25117, 11267797, 2, 2, 2, 3, 2,0.016655555555555555
130, 766, 1381696, 26075, 11137632, 2, 2, 2, 3, 2,0.016666666666666666
130, 809, 1537823, 27340, 11023586, 2, 2, 2, 3, 2,0.016677777777777777
130, 815, 1394310, 25118, 11720399, 2, 2, 2, 3, 2,0.016655555555555555
130, 839, 1381780, 21932, 11521595, 2, 2, 2, 3, 2,0.016666666666666666
130, 864, 1382511, 18606, 11603648, 2, 2, 2, 3, 2,0.016677777777777777
130, 885, 1306829, 23078, 11637362, 2, 2, 2, 3, 2,0.016655555555555555
130, 892, 1370116, 26450, 11854966, 2, 2, 2, 3, 2,0.016666666666666666
130, 895, 1277536, 24141, 12157647, 2, 2, 2, 3, 2,0.016677777777777777
130, 899, 1330666, 27322, 12196751, 2, 2, 2, 3, 2,0.016655555555555555
130, 900, 1439776, 29307, 12108393, 2, 2, 2, 3, 2,0.016666666666666666
130, 856, 1486857, 24368, 12232835, 2, 2, 2, 3, 2,0.016677777777777777
130, 824, 1858117, 24368, 12232835, 2, 2, 2, 3, 2,0.016677777777777777
130, 861, 1779559, 24173, 12154538, 2, 2, 2, 3, 2,0.016666666666666666
130, 866, 1776793, 27410, 12057484, 2, 2, 2, 3, 2,0.016677777777777777
130, 871, 1778528, 27410, 12057484, 2, 2, 2, 3, 2,0.016655555555555555
130, 869, 1728985, 30018, 12167774, 2, 2, 2, 3, 2,0.016666666666666666
130, 876, 1746334, 25042, 12035186, 2, 2, 2, 3, 2,0.016666666666666666
130, 894, 1679334, 22301, 12472566, 2, 2, 2, 3, 2,0.016677777777777777
130, 889, 1662535, 19382, 12388865, 2, 2, 2, 3, 2,0.016655555555555555
130, 885, 1658493, 16764, 12275207, 2, 2, 2, 3, 2,0.016666666666666666
130, 878, 1691698, 21601, 12410605, 2, 2, 2, 3, 2,0.016677777777777777
130, 873, 1685811, 17965, 12422906, 2, 2, 2, 3, 2,0.016655555555555555
130, 914, 1598721, 19166, 12091410, 2, 2, 2, 3, 2,0.016666666666666666
130, 888, 1622289, 16235, 12263663, 2, 2, 2, 3, 2,0.016677777777777777
130, 906, 1593902, 14085, 12434732, 2, 2, 2, 3, 2,0.016655555555555555
130, 920, 1560388, 19201, 11968241, 2, 2, 2, 3, 2,0.016666666666666666
130, 920, 1548061, 16824, 12217389, 2, 2, 2, 3, 2,0.016677777777777777
130, 910, 1596130, 16824, 12217389, 2, 2, 2, 3, 2,0.016677777777777777
130, 968, 1476833, 19769, 10523669, 2, 3, 2, 2, 2,0.016666666666666666
130, 950, 1522442, 19769, 10294754, 2, 2, 2, 2, 2,0.016677777777777777
130, 940, 1570409, 20999, 10294754, 2, 2, 2, 3, 2,0.016655555555555555
130, 904, 1506277, 24171, 10465179, 2, 2, 2, 3, 2,0.016655555555555555
130, 939, 1555856, 20518, 10867694, 2, 2, 2, 3, 2,0.016666666666666666
130, 942, 1422270, 17804, 11078623, 2, 2, 2, 3, 2,0.016677777777777777
130, 928, 1440605, 21929, 11169682, 2, 2, 2, 3, 2,0.016655555555555555
130, 900, 1714501, 25962, 11604764, 2, 2, 2, 3, 2,0.016666666666666666
130, 905, 1699896, 28985, 11556575, 2, 2, 2, 3, 2,0.016677777777777777
130, 903, 1731732, 32402, 11976941, 2, 3, 2, 2, 2,0.016655555555555555
130, 899, 1739778, 32402, 11501053, 2, 2, 2, 3, 2,0.016666666666666666
130, 864, 2074437, 32185, 11501053, 2, 2, 2, 2, 2,0.016666666666666666
130, 854, 2008551, 33306, 11708377, 2, 2, 2, 3, 2,0.016677777777777777
